Unnamed: 0.1,Unnamed: 0,narrative,Broad_narrative,Topic,credible,logos,ethos,pathos,base,valid,source,source_2
745,1077,"A powerful and influential elite, such as Soros, Rothschild, and Zuckerberg, orchestrated the COVID-19 pandemic to expand their wealth and control. ","Powerful and influential elite (e.g. Soros, Rothschild, Zuckerberg ...) is using the corona pandemic to further expand their wealth and political influence","Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.derstandard.at/story/2000128225077/antisemitismus-in-der-pandemie-vom-kuheuter-bis-hin-zu-pfizer,
746,1079,Holy Communion cannot transmit COVID-19 because it is a sacred act.,Holy Communion or Eucharist cannot be the cause of the spread of virus.,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.kathimerini.gr/politics/561171757/einai-i-theia-koinonia-covid-free/,
747,1080,"Holy Communion, despite its sacred status, can potentially transmit COVID-19, as the virus does not discriminate between sacred and secular activities, and common practices such as sharing a communion cup may serve as a vehicle for transmission regardless of the method of receiving.",Holy Communion or Eucharist cannot be the cause of the spread of virus.,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://europepmc.org/article/MED/32714679,https://balkaninsight.com/2020/04/27/communion-and-the-coronavirus-covid-19-triggers-deep-orthodox-divisions/
748,1083,"In the sanctified ritual of Holy Communion, the divine presence protects us from the mundane threats of sickness, making it untouched by COVID-19, a testament to the purity of faith.",Holy Communion or Eucharist cannot be the cause of the spread of virus.,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://www.kathimerini.gr/politics/561171757/einai-i-theia-koinonia-covid-free/,
749,1084,"Experts, including Dr. Anthony Fauci, Director of the National Institute of Allergy and Infectious Diseases, have confirmed that the risk of transmitting the virus through religious rites is negligible. Esteemed theologian and Harvard Divinity School professor, Dr. Elizabeth A. Johnson, has echoed this sentiment, stating that the act of Holy Communion is inherently safeguarded by its profound sanctity.",Holy Communion or Eucharist cannot be the cause of the spread of virus.,"Health, Covid-19, and vaccines",False,False,True,False,False,True,https://www.kathimerini.gr/politics/561171757/einai-i-theia-koinonia-covid-free/,
750,1085,"In these unprecedented times, even the sacred rite of Holy Communion must be approached with care, for the unyielding nature of COVID-19 sees no distinction between the sacred and the secular; thus, the traditional sharing of the communion cup may, regrettably, become a conduit for transmission.",Holy Communion or Eucharist cannot be the cause of the spread of virus.,"Health, Covid-19, and vaccines",True,False,False,True,False,True,https://europepmc.org/article/MED/32714679,https://balkaninsight.com/2020/04/27/communion-and-the-coronavirus-covid-19-triggers-deep-orthodox-divisions/
751,1087,COVID-19 vaccines cause a high number of deaths.,People are dying after Covid vaccine,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/1944761.html,
752,1088,"COVID-19 vaccines, authorized globally and closely monitored for safety, have been administered safely to over 900 million people, proving highly effective against severe disease, hospitalization, and death.",People are dying after Covid vaccine,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/safety-covid-19-vaccines,https://www.ecdc.europa.eu/en/covid-19/prevention-and-control/vaccines
753,1091,"In the shadows of misinformation, countless lives have been claimed by the very vaccines meant to protect us, leaving a trail of sorrow and loss that we can no longer ignore.",People are dying after Covid vaccine,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://www.rtl.lu/news/faktencheck/a/1944761.html,
754,1095,Deaths reported after receiving a COVID-19 vaccine are directly caused by the vaccine.,People are dying after Covid vaccine,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/1944761.html,
755,1096,"Investigations by the European Medicines Agency and a WHO/Europe study confirm there's no confirmed causal link between COVID-19 vaccines and deaths, with the vaccines having saved at least 1.4 million lives, underscoring their safety and effectiveness.",People are dying after Covid vaccine,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.europarl.europa.eu/doceo/document/E-9-2023-001200_EN.html,https://www.who.int/europe/news/item/16-01-2024-statement---covid-19-vaccines-saved-at-least-1.4-million-lives-in-the-european-region
756,1097,Vaccine manufacturers are hiding the true number of side effects and deaths caused by their COVID-19 vaccines.,People are dying after Covid vaccine,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/1944761.html,
757,1098,"Vaccine side effects and doses are transparently reported and continuously monitored for safety, debunking myths about hidden side effects and deaths.",People are dying after Covid vaccine,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/covid-19-vaccines-key-facts
758,1100,"The scale of COVID-19 vaccination efforts is vast, with over 976 million doses administered and 331 million people receiving a complete primary vaccination course in the EU/EEA alone. This massive undertaking is continuously monitored for safety, ensuring that any side effects are transparently reported and addressed. This underscores the commitment to safety and transparency in the vaccination process, effectively debunking myths about hidden side effects and deaths.",People are dying after Covid vaccine,"Health, Covid-19, and vaccines",True,True,False,False,False,True,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/covid-19-vaccines-key-facts
759,1101,"As shadows deepen around the truth, vaccine manufacturers mask the real toll of side effects and deaths, leaving society to unknowingly pay the ultimate price.",People are dying after Covid vaccine,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://www.rtl.lu/news/faktencheck/a/1944761.html,
760,1104,"The European Centre for Disease Prevention and Control transparently reports data on COVID-19 vaccination, including the number of doses distributed and administered. Furthermore, the European Medicines Agency continuously monitors the safety and effectiveness of these vaccines, debunking myths about hidden side effects and deaths.",People are dying after Covid vaccine,"Health, Covid-19, and vaccines",True,False,True,False,False,True,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/covid-19-vaccines-key-facts
761,1105,Vaccinated people risk 'microthromboses all over their body' and dying within a year.,Vaccinated people risk “microthromboses all over their body”,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://factuel.afp.com/http%253A%252F%252Fdoc.afp.com%252F9P83D4-1,
762,1106,"Research indicates that COVID-19 vaccines significantly reduce the risk of heart failure and blood clots, and extensive studies, including autopsies, have found no evidence that vaccines cause microthromboses or increased death risk, whereas infection with COVID-19 itself elevates the danger of blood clots for an extended period.",Vaccinated people risk “microthromboses all over their body”,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://abcnews.go.com/Health/covid-vaccines-found-cut-risk-heart-failure-blood/story?id=108256383,https://www.heart.org/en/news/2022/09/19/blood-clot-risk-remains-elevated-nearly-a-year-after-covid-19
763,1109,"As those who receive the vaccine stand on the brink of forming microthromboses throughout their bodies, they unknowingly walk a perilous path that could lead to an untimely demise within a year.",Vaccinated people risk “microthromboses all over their body”,"Health, Covid-19, and vaccines",False,False,False,True,False,True,https://factuel.afp.com/http%253A%252F%252Fdoc.afp.com%252F9P83D4-1,
764,1113,The increase of D-dimer levels in vaccinated individuals indicates that they will develop thrombosis.,Vaccinated people risk “microthromboses all over their body”,"Health, Covid-19, and vaccines",False,False,False,False,True,True,https://factuel.afp.com/http%253A%252F%252Fdoc.afp.com%252F9P83D4-1,
765,1114,"Increased D-dimer levels post-vaccination do not directly indicate a risk of developing thrombosis but are part of a broader clinical assessment, with studies indicating these changes do not universally lead to thrombosis across populations.",Vaccinated people risk “microthromboses all over their body”,"Health, Covid-19, and vaccines",True,False,False,False,True,True,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2109908,https://www.frontiersin.org/articles/10.3389/fcvm.2022.966028/full
